fighter,rating
Yazmin Jauregui,1007.21
Yana Santos,1006.94
Song Kenan,1006.91
Tresean Gore,1006.81
Gan McGee,1006.73
Modestas Bukauskas,1006.35
Rich Clementi,1006.1
Kendall Grove,1006.08
Antonio Carvalho,1006.06
Ramiz Brahimaj,1006.0
Alan Patrick,1005.68
Jutaro Nakao,1005.5
Ismael Bonfim,1005.35
Fernando Padilla,1005.25
Clint Hester,1005.11
Antoni Hardonk,1005.05
Stefan Struve,1004.95
Paul Buentello,1004.81
Melquizael Costa,1004.76
Jose Quinonez,1004.71
Dan Christison,1004.63
Jason Saggo,1004.49
Mike Wilkinson,1004.33
Chance Rencountre,1004.33
Brandon Vera,1004.32
Karolina Kowalkiewicz,1004.21
Trey Ogden,1004.2
TJ Waldburger,1004.08
Jimmy Crute,1003.93
Josh Thomson,1003.86
Tony Kelley,1003.78
Chris Cariaso,1003.6
Rony Jason,1003.58
Erik Koch,1003.5
Lavar Johnson,1003.5
Joe Charles,1003.47
Irina Alekseeva,1003.45
Xiao Long,1003.36
Jarjis Danho,1003.35
Chelsea Chandler,1003.26
Ketlen Souza,1003.22
Julia Polastri,1003.07
Dave Beneteau,1003.05
Ryan Janes,1002.97
Brian Melancon,1002.96
Geza Kalman,1002.94
Dwayne Cason,1002.74
Buddy Roberts,1002.7
Michal Oleksiejczuk,1002.7
Bill Algeo,1002.69
Adam Fugitt,1002.64
Felipe Bunes,1002.64
Amaury Bitetti,1002.57
Tomasz Drwal,1002.55
Guram Kutateladze,1002.47
Victor Hugo,1002.45
Dione Barbosa,1002.35
Sultan Aliev,1002.28
Kaue Fernandes,1002.27
Shinsho Anzai,1002.09
Zak Ottow,1002.07
Mike van Arsdale,1002.06
Ben Askren,1002.03
Troy Mandaloniz,1001.76
Molly McCann,1001.69
Brianna Fortino,1001.59
Nick Ring,1001.54
Tai Bowden,1001.52
Lance Gibson,1001.42
Billy Ray Goff,1001.38
Tanner Boser,1001.35
Joe Moreira,1001.32
Kevin Jousset,1001.28
Nick Sanzo,1001.24
John Lewis,1001.24
Ernesta Kareckaite,1001.15
Junie Browning,1001.07
Jesus Pinedo,1001.05
Cheyanne Vlismas,1001.05
Jose Torres,1001.04
Serhiy Sidey,1001.04
Lucas Almeida,1001.02
Dan Cramer,1001.01
Eddie Yagin,1000.93
Lance Benoist,1000.92
Jamey-Lyn Horth,1000.89
Nicco Montano,1000.85
Galore Bofando,1000.73
Semmy Schilt,1000.62
Joe Stevenson,1000.56
Guangyou Ning,1000.49
Wesley Correira,1000.42
Travis Fulton,1000.3
Ricardo Abreu,1000.29
Waylon Lowe,1000.24
Tedd Williams,1000.23
James Wilks,1000.23
Patrick Walsh,1000.17
Ramon Taveras,1000.12
Jack Nilson,1000.1
Brad Kohler,1000.1
Sai Wang,1000.07
Mitch Gagnon,1000.05
Antonina Shevchenko,1000.04
Orlando Wiet,1000.0
Todd Medina,1000.0
Steven Graham,1000.0
Alfonso Alcarez,1000.0
CJ Fernandes,1000.0
Mark Robinson,1000.0
Ron Faircloth,1000.0
Anthony Torres,1000.0
Roman Mitichyan,1000.0
Nate Loughran,1000.0
Mackens Semerzier,1000.0
Pedro Nobre,1000.0
Robert Drysdale,1000.0
DeAnna Bennett,1000.0
Joe Slick,999.98
Montserrat Rendon,999.96
Kyle Nelson,999.9
Nick Thompson,999.86
Kenny Robertson,999.86
Hunter Azure,999.84
Shauna Bannon,999.84
Kevin Jackson,999.83
Joe Duffy,999.82
Jonathan Meunier,999.82
Miguel Torres,999.76
Keith Rockel,999.75
Katsuhisa Fujii,999.71
Jason DeLucia,999.7
Chris Clements,999.7
Luke Barnatt,999.53
Levan Makashvili,999.51
Abubakar Nurmagomedov,999.43
Tony Gravely,999.38
Viviane Pereira,999.37
Dan Bobish,999.3
Evan Elder,999.29
Hector Sandoval,999.28
Ariane da Silva,999.24
Justin McCully,999.18
Loik Radzhabov,999.18
Sirwan Kakai,999.17
Diego Rivas,999.11
Sam Hughes,999.08
Chris Kelades,999.06
Albert Duraev,999.05
Daria Zhelezniakova,999.03
Nah-Shon Burrell,998.99
Mirko Filipovic,998.96
Mike Nickels,998.93
Erick Silva,998.93
Tony Fryklund,998.91
Talita Alencar,998.85
Andrei Semenov,998.8
Pascal Krauss,998.7
Ange Loosa,998.69
Mike Ciesnolevicz,998.67
Fredy Serrano,998.62
Scott Morris,998.58
Nick Denis,998.58
Scott Bessac,998.52
Melissa Martinez,998.52
Tereza Bleda,998.49
Roberto Traven,998.48
War Machine,998.48
Anying Wang,998.48
Benji Radach,998.44
Mounir Lazzez,998.42
Dustin Hazelett,998.25
Ian Heinisch,998.18
Armen Petrosyan,998.11
Paul Jones,998.02
Antonio Rodrigo Nogueira,998.01
John Gunther,998.0
Benardo Sopaj,997.96
Yancy Medeiros,997.94
Veronica Hardy,997.77
Danny Castillo,997.73
Naoki Inoue,997.72
Jarred Brooks,997.63
Francis Marshall,997.61
Jamal Pogues,997.61
Magomed Gadzhiyasulov,997.61
Darren Uyenoyama,997.47
Carlos Hernandez,997.45
Ken Stone,997.4
Gokhan Saki,997.37
Shamil Gamzatov,997.31
David Dvorak,997.29
Cole Miller,997.17
Jesse Taylor,997.15
Jimy Hettes,997.15
Igor Araujo,997.05
Sijara Eubanks,997.01
Kyle Watson,996.92
Mike Pyle,996.9
Danny Henry,996.83
Bolaji Oki,996.79
Brock Larson,996.78
Nick Catone,996.77
Azat Maksum,996.64
Nick Maximov,996.62
Eddie Sanchez,996.61
Trevor Prangley,996.56
Benito Lopez,996.54
Sam Adkins,996.52
Paul Varelans,996.34
Bruno Silva,996.27
Shane Nelson,996.21
Da Woon Jung,996.2
BJ Penn,996.14
Nad Narimani,996.14
Tsuyoshi Kohsaka,996.12
Luke Jumeau,996.12
Roan Carneiro,996.04
Kevin Ferguson,995.9
Daniel Barez,995.9
Alex Oliveira,995.81
Zachary Reese,995.71
Dave Strasser,995.68
Pablo Garza,995.68
Joe Ellenberger,995.68
Spencer Fisher,995.67
Nicholas Musoke,995.67
Impa Kasanganay,995.53
Zhang Lipeng,995.52
Francisco Figueiredo,995.48
Rory Singer,995.43
Natan Levy,995.43
Leah Letson,995.41
Pingyuan Liu,995.14
Eliot Marshall,994.87
Mana Martinez,994.78
Noad Lahat,994.72
Godofredo Pepey,994.65
David Branch,994.61
Bryan Barberena,994.38
Mark Godbeer,994.35
Carlos Newton,994.31
Shonie Carter,994.24
Jai Herbert,994.21
Jordan Rinaldi,993.92
Dongi Yang,993.73
Julia Avila,993.61
Elise Reed,993.49
Roland Delorme,993.09
Tiago dos Santos e Silva,993.03
Valerie Letourneau,992.98
Ivan Jorge,992.93
Maryna Moroz,992.83
Cory McKenna,992.66
Fabio Maldonado,992.5
Rob Emerson,992.34
Thomas Almeida,992.24
Blagoy Ivanov,992.12
Ramsey Nijem,991.95
Aleksandra Albu,991.93
Marcelo Guimaraes,991.89
Tim Means,991.88
Cody Stamann,991.75
Brad Katona,991.71
Joe Proctor,991.66
Reza Madadi,991.62
Akira Corassani,991.58
Bartosz Fabinski,991.25
Devonte Smith,991.15
Cat Zingano,990.9
Francimar Barroso,990.88
Danny Roberts,990.73
Brian Bowles,990.6
Jason Lambert,990.55
Hugo Viana,990.5
Ian McCall,990.39
Makwan Amirkhani,990.38
Akihiro Gono,990.21
David Loiseau,990.01
Tony DeSouza,989.92
Leandro Silva,989.92
Jeremy Stephens,989.63
Luana Pinheiro,989.4
Danilo Marques,989.35
Jason High,989.23
Maurice Greene,989.06
Yuta Sasaki,989.05
Luigi Fioravanti,989.04
Paul Taylor,989.0
Chris Leben,988.79
Jeremy Horn,988.68
Jason Knight,988.65
Raulian Paiva,988.62
Tarec Saffiedine,988.6
Junior Tafa,988.36
Vitor Miranda,988.06
Andrew Sanchez,987.96
John Howard,987.95
Cody Brundage,987.91
Peter Sobotta,987.65
Justin Tafa,987.62
Kai Asakura,987.59
Jonathan Goulet,987.53
Leandro Issa,987.29
Jon Tuck,986.91
Ron van Clief,986.82
Roman Bogatov,986.74
Shayilan Nuerdanbieke,986.61
Fabiano Iha,986.57
Frankie Saenz,986.57
Renzo Gracie,986.35
Ion Cutelaba,986.28
Tamdan McCrory,986.26
Ryan Jimmo,986.18
Jake Rosholt,986.15
Maxim Grishin,986.14
Glaico Franca Moreira,986.06
Viktoriia Dudakova,986.03
Kyle Noke,985.95
Bassil Hafez,985.95
Livinha Souza,985.94
Court McGee,985.8
Daniel Roberts,985.73
Marco Beltran,985.71
John Cholish,985.63
Warlley Alves,985.61
Jamie Mullarkey,985.57
James Toney,985.48
Zach Makovsky,985.4
Gabe Green,985.31
Pannie Kianzad,985.26
Maximo Blanco,985.25
Vernon White,985.2
Bekzat Almakhan,985.2
Felipe dos Santos,985.09
Cyrille Diabate,985.03
Carlos Leal,985.02
Viacheslav Borshchev,984.98
Mickael Lebout,984.93
Neil Seery,984.92
Carlos Eduardo Rocha,984.89
Felice Herrig,984.81
Augusto Mendes,984.77
Chris Haseman,984.7
Stephanie Egger,984.66
Cynthia Calvillo,984.61
Tristan Connelly,984.57
Greg Hardy,984.48
Alexander Munoz,984.45
Jeff Joslin,984.41
Yoshiyuki Yoshida,984.41
Aoriqileng,984.39
Jason Day,984.34
Daniel Omielanczuk,984.33
Rob Broughton,984.3
Jake Hadley,984.29
Parker Porter,984.28
Irwin Rivera,984.26
John Maguire,984.25
Bojan Velickovic,984.23
Curt Warburton,984.21
Gil Castillo,984.18
Nick Osipczak,984.1
Trevin Giles,984.1
Felipe Arantes,984.07
Jamall Emmers,983.99
KJ Noons,983.98
Josh Culibao,983.92
Heath Herring,983.88
Mike Ricci,983.83
Bruno Santos,983.77
Riki Fukuda,983.76
Gustavo Lopez,983.73
James Te Huna,983.72
Robert Whiteford,983.65
Masanori Kanehara,983.63
Edgar Chairez,983.62
Klidson Abreu,983.61
Zachary Scroggin,983.59
Antonio Braga Neto,983.55
Jorge Patino,983.53
Keith Jardine,983.49
Shamil Abdurakhimov,983.48
Tony Sims,983.46
Renan Barao,983.37
Clay Guida,983.25
Westin Wilson,983.21
Steve Bruno,983.16
Marco Polo Reyes,983.13
Phil Hawes,983.13
Tae Hyun Bang,983.09
Denis Kang,982.89
Valmir Lazaro,982.84
Renato Verissimo,982.83
Roberto Romero,982.82
Kalib Starnes,982.8
Greg Soto,982.72
Mads Burnell,982.63
Michinori Tanaka,982.59
Luke Cummo,982.57
Chris Barnett,982.49
Marcus Brimage,982.46
Miguel Baeza,982.4
Robert McDaniel,982.39
Azunna Anyanwu,982.39
Walt Harris,982.38
Chris Gruetzemacher,982.38
Austin Bashi,982.35
Bruna Brasil,982.34
Daron Cruickshank,982.3
Carlos Vera,982.25
Nick Hein,982.21
Caolan Loughran,982.19
Andre Pederneiras,982.11
Jess Liaudin,982.0
John Gunderson,982.0
Yuki Kondo,981.94
Sheymon Moraes,981.94
Spike Carlyle,981.94
Daichi Abe,981.85
Rongzhu,981.84
Julian Sanchez,981.83
Nick Pace,981.83
Tom Gallicchio,981.79
Matt Veach,981.73
Cindy Dandois,981.7
Thomas Petersen,981.68
Jonathan Brookins,981.63
Jake Hecht,981.54
Minoki Ichihara,981.51
Kimo Leopoldo,981.5
Mason Jones,981.41
John Lober,981.39
Yuki Sasaki,981.39
Joao Roque,981.32
John Marsh,981.32
Mike Whitehead,981.32
Josh Shockman,981.32
Nikolay Veretennikov,981.32
Charles McCarthy,981.31
Luiz Cane,981.29
Danyelle Wolf,981.25
Ravena Oliveira,981.25
Ivan Menjivar,981.18
Adrian Serrano,981.15
Mitch Raposo,981.15
Joe Soto,981.14
Zviad Lazishvili,981.12
Rameau Thierry Sokoudjou,981.08
Batgerel Danaa,981.06
Caros Fodor,980.97
Luan Chagas,980.94
Matt Schnell,980.94
Adam Yandiev,980.94
Josh Hendricks,980.81
Rory Markham,980.79
Dan Miller,980.79
Alexandre Barros,980.78
Sam Hoger,980.76
Junior Assuncao,980.75
Ivan Salaverry,980.6
Chico Camus,980.56
Eddie Ruiz,980.52
Marcel Fortuna,980.48
Antonio McKee,980.43
Hyun Gyu Lim,980.39
Shannon Gugerty,980.37
Joe Merritt,980.36
Lara Procopio,980.23
Cristian Quinonez,980.2
Anthony Macias,980.18
David Bielkheden,980.18
Carlo Prater,980.16
Jeff Hougland,980.15
Katsunori Kikuno,980.15
Paul Creighton,980.09
Jason Brilz,980.07
Melinda Fabian,980.06
Abdul Razak Alhassan,980.05
Heather Clark,980.01
Fabio Gurgel,980.0
Wallid Ismail,980.0
Noe Hernandez,980.0
Allan Goes,980.0
Brad Gumm,980.0
Alex Stiebling,980.0
Nick Serra,980.0
James Zikic,980.0
Richard Crunkilton,980.0
Romie Aram,980.0
Bobby Southworth,980.0
Steve Byrnes,980.0
Dan Barrera,980.0
Dante Rivera,980.0
Justin Wren,980.0
James Hammortree,980.0
Mark Scanlon,980.0
Sako Chivitchian,980.0
Tyler Toner,980.0
Antonio Banuelos,980.0
Ryan McGillivray,980.0
Chuck O'Neil,980.0
Stephen Bass,980.0
Chris Tickle,980.0
John Teixeira,980.0
Brendan Loughnane,980.0
Jon Manley,980.0
Chris Spang,980.0
Collin Hart,980.0
Roger Gracie,980.0
Peggy Morgan,980.0
Dave Galera,980.0
Keith Berish,980.0
Daniel Spohn,980.0
Tina Lahdemaki,980.0
Jianping Yang,980.0
Rodolfo Rubio Perez,980.0
Alex Torres,980.0
Rocky Lee,980.0
Nazareno Malegarie,980.0
Abner Lloveras,980.0
Marcin Wrzosek,980.0
Cory Hendricks,980.0
James Mulheron,980.0
Tyler Diamond,980.0
Allan Zuniga,980.0
Jay Cucciniello,980.0
Joe Giannetti,980.0
Alex Gorgees,980.0
Hailey Cowan,980.0
Igor Severino,980.0
Pedro Falcao,980.0
Jose Daniel Medina,980.0
Jose Ochoa,980.0
Baergeng Jieleyisi,980.0
Colby Thicknesse,980.0
Willamy Freire,979.96
Greg Stott,979.93
Cole Smith,979.91
Satoshi Honma,979.89
Homer Moore,979.88
James Head,979.86
Mike Easton,979.85
Dustin Kimura,979.85
Steve Vigneault,979.83
AJ Cunningham,979.83
Carlos Mota,979.79
Rex Holman,979.75
Alexandre Ferreira,979.71
Cortavious Romious,979.71
Yves Jabouin,979.68
Niklas Backstrom,979.66
Henry Martinez,979.6
Hayato Sakurai,979.58
Eduardo Garagorri,979.58
Trevor Peek,979.58
Simeon Thoresen,979.48
Robelis Despaigne,979.45
Augusto Montano,979.41
Joseph Morales,979.39
Liliya Shakirova,979.38
Gilbert Urbina,979.32
Mitch Ramirez,979.31
Ian Entwistle,979.3
Roger Narvaez,979.27
Lewis Gonzalez,979.18
Rudyard Moncayo,979.12
John Salter,979.08
Hector Urbina,979.05
Mike Wessel,979.04
Ivana Petrovic,979.04
Emily Ducote,979.03
Brandon Melendez,979.0
Maciej Jewtuszko,979.0
Nissen Osterneck,978.99
Angel Pacheco,978.98
Carlos Barreto,978.97
Danielle Taylor,978.95
Cal Worsham,978.94
Alex Andrade,978.94
Jordan Vucenic,978.93
Nick Agallar,978.89
Billy Elekana,978.88
Khusein Askhabov,978.87
Yuri Vaulin,978.86
Milton Vieira,978.85
Nicolle Caliari,978.85
Jimmy Flick,978.83
Ryan Parker,978.79
Hugo Duarte,978.78
Sheldon Westcott,978.78
Guilherme Vasconcelos,978.77
Andrew Craig,978.76
Austin Springer,978.76
Chris Brennan,978.72
Igor Zinoviev,978.72
Askar Mozharov,978.7
Austen Lane,978.7
Matt Lucas,978.68
Dean Barry,978.68
Bibulatov Magomed,978.66
Per Eklund,978.65
Toshiomi Kazama,978.65
Melton Bowen,978.62
Nyamjargal Tumendemberel,978.62
Jim Mullen,978.61
Neil Wain,978.61
Matt Arroyo,978.57
Ben Alloway,978.57
Robert Sanchez,978.57
Rogerio Bontorin,978.55
Danny Chavez,978.55
Brendson Ribeiro,978.53
Scott Baker,978.52
Fred Ettish,978.52
Marcus Bossett,978.52
Joe Son,978.52
John Dowdy,978.52
Frank Caracci,978.52
Brian Gassaway,978.52
CM Punk,978.52
Ozzy Diaz,978.52
Jesse Bongfeldt,978.51
Reginaldo Vieira,978.5
Rolando Delgado,978.46
Lucas Rocha,978.43
Keiichiro Yamamiya,978.42
Rob MacDonald,978.42
Koji Kitao,978.41
Nathan Coy,978.41
Shamar Bailey,978.4
Maheshate,978.4
Martin Sano,978.39
Anton Kuivanen,978.36
Stewart Nicoll,978.33
Rainy Martinez,978.32
Paul Rodriguez,978.32
Bill Mahood,978.32
Chris Camozzi,978.28
Rafael Cerqueira,978.27
Marcelo Aguiar,978.24
Christian Wellisch,978.17
Yoshinori Horie,978.16
Juliana Lima,978.11
Christian Aguilera,978.09
Drew McFedries,978.06
Sarah Kaufman,978.06
Allen Crowder,978.06
Adam Milstead,978.02
Ivan Erslan,977.95
Jason Von Flue,977.94
Robert Bryczek,977.94
Pete Rodriguez,977.93
Ben Sosoli,977.85
Isabela de Padua,977.83
Phil Johns,977.82
Carlo Pedersoli Jr.,977.78
Cody Gibson,977.75
Kamuela Kirk,977.72
Carli Judice,977.7
Ian Loveland,977.68
Kody Steele,977.68
Geraldo de Freitas,977.66
Cody McKenzie,977.65
Yan Cabral,977.65
Steven Nguyen,977.65
Nick Roehrick,977.61
Matthew Semelsberger,977.59
Seth Baczynski,977.58
Hacran Dias,977.45
Jesse Lennox,977.39
Tyson Nam,977.38
Reza Nasri,977.36
Brian Cobb,977.3
Rodrigo Damm,977.3
Pawel Pawlak,977.3
Matt Hobar,977.28
Joe Jordan,977.26
Kit Cope,977.2
Francisco Trevino,977.18
Ryan Roberts,977.13
Jerrod Sanders,977.11
Branden Lee Hinkle,977.1
Derrick Noble,977.1
Cyril Asker,977.09
Jesse Sanders,977.08
Floyd Sword,977.07
Felipe Silva,977.06
Garrett Armfield,977.06
Luis Pajuelo,977.06
Kelly Dullanty,977.05
Will Chope,977.05
Dale Hartt,977.04
Pete Spratt,977.03
Andre Ewell,977.03
Austin Lingo,977.03
Teila Tuli,977.0
Kevin Rosier,977.0
Art Jimmerson,977.0
Sean Daugherty,977.0
David Levicki,977.0
Thaddeus Luster,977.0
Robert Lucarelli,977.0
Alberta Cerra Leon,977.0
Emmanuel Yarborough,977.0
Roland Payne,977.0
Eldo Xavier Dias,977.0
Jason Fairn,977.0
Asbel Cancio,977.0
Andy Anderson,977.0
Ernie Verdicia,977.0
Jack McGlaughlin,977.0
John Matua,977.0
Francesco Maturi,977.0
David Hood,977.0
Gerry Harris,977.0
Keith Mielke,977.0
Thomas Ramirez,977.0
Paul Herrera,977.0
Matt Andersen,977.0
Scott Fiedler,977.0
Dave Berry,977.0
Jackie Lee,977.0
Eric Martin,977.0
Wes Albritton,977.0
Dmitri Stepanov,977.0
Tony Halme,977.0
Donnie Chappell,977.0
Todd Butler,977.0
Houston Dorr,977.0
Marcus Silveira,977.0
Josh Stuart,977.0
Courtney Turner,977.0
Eugenio Tadeu,977.0
Bob Gilstrap,977.0
Joe Pardo,977.0
Paulo Santos,977.0
Adriano Santos,977.0
Darrel Gholar,977.0
Joey Roberts,977.0
Chris Condo,977.0
David Roberts,977.0
Flavio Luiz Moura,977.0
Lowell Anderson,977.0
Masutatsu Yano,977.0
David Velasquez,977.0
Jermaine Andre,977.0
Aaron Brink,977.0
Joey Gilbert,977.0
Rodrigo Ruas,977.0
Zach Light,977.0
Leigh Remedios,977.0
Gerald Strebendt,977.0
Wade Shipp,977.0
Josh Rafferty,977.0
Alex Schoenauer,977.0
Lodune Sincaid,977.0
Chris Sanford,977.0
Jason Thacker,977.0
Keigo Kunihara,977.0
Sean Gannon,977.0
Kerry Schall,977.0
Icho Larenas,977.0
Kristof Midoux,977.0
Cory Walmsley,977.0
Mario Neto,977.0
Justin James,977.0
Sherman Pendergarst,977.0
Andy Wang,977.0
Dorian Price,977.0
John Kolosci,977.0
Richie Hightower,977.0
Billy Miles,977.0
Jared Rollins,977.0
James Giboo,977.0
Cale Yarbrough,977.0
David Baron,977.0
John Polakowski,977.0
Jules Bruchez,977.0
Shane Primm,977.0
Tom Egan,977.0
Derek Downey,977.0
Neil Grove,977.0
Tim McKenzie,977.0
Frank Lester,977.0
Danillo Villefort,977.0
Darrill Schoonover,977.0
Marcus Jones,977.0
Rolles Gracie,977.0
Josh Bryant,977.0
Jamie Yager,977.0
Vinicius Queiroz,977.0
Fredson Paixao,977.0
Aaron Wilkinson,977.0
Dustin Neace,977.0
Chris Saunders,977.0
Marcos Vinicius,977.0
Wagner Campos,977.0
Delson Heleno,977.0
Anistavio Medeiros,977.0
Manuel Rodriguez,977.0
Adam Cella,977.0
Jimmy Quinlan,977.0
Gilbert Smith,977.0
Nandor Guelmino,977.0
Albert Cheng,977.0
Mike King,977.0
Humberto Brown Morrison,977.0
Bentley Syler,977.0
Izabela Badurek,977.0
Bruno Korea,977.0
Vernon Ramos Ho,977.0
Martin Svensson,977.0
Bharat Kandare,977.0
Ariel Beck,977.0
Karine Gevorgyan,977.0
Christina Marks,977.0
Maia Stevenson,977.0
Richie Smullen,977.0
Michel Batista,977.0
Justin Frazier,977.0
Duda Santana,977.0
Steven Koslow,977.0
SeungGuk Choi,977.0
Manolo Zecchini,977.0
Robert Valentin,977.0
Zygimantas Ramaska,977.0
Feng Xiaocan,977.0
Kiru Sahota,977.0
Issei Tamura,976.98
Callan Potter,976.96
Stevie Lynch,976.95
John Campetella,976.9
Scott Junk,976.9
Klaudia Sygula,976.9
Jeff Newton,976.85
Ryan Madigan,976.85
Aaron Rosa,976.85
Luke Zachrich,976.85
Sean McCorkle,976.82
Abdul-Kareem Al-Selwady,976.8
Rick Davis,976.79
Ernest Chavez,976.71
Gabriel Miranda,976.69
Chad Anheliger,976.68
Mark Weir,976.59
Jamie Moyle,976.56
Sung Bin Jo,976.46
Roosevelt Roberts,976.43
Ron Stallings,976.41
Jim Alers,976.29
Misha Cirkunov,976.21
Kanako Murata,976.18
Blake Bilder,976.14
Masio Fullen,976.05
Braxton Smith,976.02
Solomon Hutcherson,975.97
Ronald Jhun,975.96
Max Rohskopf,975.96
Dustin Stoltzfus,975.96
Mandy Bohm,975.96
David Michaud,975.95
Stanislav Nedkov,975.93
Raphael Pessoa,975.88
Juliana Miller,975.85
Allen Berube,975.84
Joshua Weems,975.79
Eddie Mendez,975.78
Tony Petarra,975.77
Patrick Cummins,975.76
Mark Hominick,975.72
Charlie Valencia,975.7
Bubba Bush,975.68
Philip De Fries,975.67
Shunichi Shimizu,975.66
